,Gender,Age,Current_position,Salary,Actual_hrs,Effort,Policy_influence,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy,Burnout,Job_satisfaction,Age_centered,Gender_mod_Age,Salary_mod_Age,Actual_hrs_mod_Age,Effort_mod_Age,Policy_influence_mod_Age,Teaching_percent_mod_Age,Research_percent_mod_Age,Academic_Resources_mod_Age,Perceived_Autonomy_mod_Age,Burnout_mod_Age,Age_centered_mod_Age
29,1.0,-3.947526236881558,4.0,8.652404086498404,60.0,150.0,4.0,41.66666666666667,25.0,2.1666666666666665,4.0,4.75,1.8,-3.947526236881558,-3.947526236881558,-34.155592143553655,-236.85157421289347,-592.1289355322336,-15.790104947526231,-164.4802598700649,-98.68815592203894,-8.552973513243375,-15.790104947526231,-18.7507496251874,15.582963390868272
30,2.0,12.052473763118442,5.0,13.218950687705894,40.0,100.0,3.0,28.57142857142857,28.57142857142857,2.8333333333333335,2.3333333333333335,4.25,2.2,12.052473763118442,24.104947526236884,159.32105633953176,482.0989505247377,1205.2473763118442,36.15742128935533,344.35639323195545,344.35639323195545,34.14867566216892,28.122438780609702,51.223013493253376,145.26212381065844
31,1.0,2.052473763118442,4.0,13.352341917372744,40.0,100.0,2.0,37.5,37.5,3.8333333333333335,4.333333333333333,3.0,3.2,2.052473763118442,2.052473763118442,27.40533146159415,82.09895052473769,205.24737631184422,4.104947526236884,76.96776611694159,76.96776611694159,7.867816091954029,8.894052973513249,6.157421289355327,4.212648548289579
32,2.0,3.052473763118442,4.0,11.055849666081293,40.0,100.0,4.0,50.0,10.0,2.8333333333333335,3.8333333333333335,3.75,2.8,3.052473763118442,6.104947526236884,33.74769103469494,122.09895052473769,305.2473763118442,12.209895052473769,152.6236881559221,30.524737631184422,8.64867566216892,11.701149425287362,11.446776611694158,9.317596074526463
33,1.0,6.052473763118442,5.0,15.622396267288783,50.0,125.0,4.0,12.0,6.0,2.8333333333333335,3.0,4.0,2.4,6.052473763118442,6.052473763118442,94.55414352480484,302.6236881559221,756.5592203898053,24.20989505247377,72.6296851574213,36.31484257871065,17.14867566216892,18.157421289355327,24.20989505247377,36.63243865323712
34,1.0,1.0524737631184422,5.0,13.699639803622475,65.0,162.5,4.0,23.61111111111111,48.61111111111111,3.6666666666666665,3.6666666666666665,2.25,4.2,1.0524737631184422,1.0524737631184422,14.418511457485742,68.41079460269874,171.02698650674685,4.209895052473769,24.850074962518775,51.16191904047982,3.8590704647676213,3.8590704647676213,2.368065967016495,1.1077010220526948
35,2.0,-7.947526236881558,3.0,7.210336738748668,40.0,100.0,4.0,57.14285714285714,42.857142857142854,1.8333333333333333,4.0,3.5,2.4,-7.947526236881558,-15.895052473763116,-57.30434040795605,-317.9010494752623,-794.7526236881558,-31.79010494752623,-454.1443563932318,-340.6082672949239,-14.570464767616189,-31.79010494752623,-27.816341829085452,63.163173285920735
36,2.0,11.052473763118442,6.0,10.815505108123004,50.0,125.0,4.0,36.0,38.0,2.8333333333333335,4.0,2.75,3.2,11.052473763118442,22.104947526236884,119.53808644240299,552.6236881559221,1381.5592203898052,44.20989505247377,397.8890554722639,419.99400299850083,31.315342328835587,44.20989505247377,30.394302848575716,122.15717628442154
37,1.0,0.05247376311844221,5.0,20.429287426454565,70.0,175.0,4.0,14.285714285714285,57.14285714285714,3.8333333333333335,3.6666666666666665,3.25,4.0,0.05247376311844221,0.05247376311844221,1.0720015890943466,3.6731634182909545,9.182908545727386,0.20989505247376883,0.7496251874063172,2.998500749625269,0.2011494252873618,0.19240379810095476,0.17053973013493717,0.0027534958158103857
38,2.0,-3.947526236881558,4.0,9.613782318331559,25.0,125.0,2.0,60.0,8.0,4.0,4.166666666666667,3.5,3.2,-3.947526236881558,-7.895052473763116,-37.95065793728184,-98.68815592203894,-493.44077961019474,-7.895052473763116,-236.85157421289347,-31.580209895052462,-15.790104947526231,-16.448025987006492,-13.816341829085452,15.582963390868272
39,1.0,21.052473763118442,5.0,16.439567764346965,50.0,100.0,3.0,50.0,25.0,3.6666666666666665,4.0,2.0,4.6,21.052473763118442,21.052473763118442,346.0935690359222,1052.623688155922,2105.247376311844,63.15742128935533,1052.623688155922,526.311844077961,77.19240379810095,84.20989505247377,42.104947526236884,443.2066515467904
40,2.0,5.052473763118442,5.0,10.094471434248138,45.0,112.5,4.0,72.3404255319149,4.25531914893617,2.1666666666666665,2.8333333333333335,2.5,2.0,5.052473763118442,10.104947526236884,51.00205207408731,227.36131934032989,568.4032983508248,20.20989505247377,365.49810201282355,21.4998883536955,10.947026486756624,14.315342328835587,12.631184407796106,25.527491127000232
41,1.0,7.052473763118442,5.0,14.420673477497337,40.0,100.0,2.0,40.0,55.00000000000001,2.6666666666666665,1.8333333333333333,4.25,3.0,7.052473763118442,7.052473763118442,101.70142134654796,282.0989505247377,705.2473763118442,14.104947526236884,282.0989505247377,387.8860569715144,18.806596701649177,12.92953523238381,29.97301349325338,49.737386179474
42,2.0,4.052473763118442,4.0,7.210336738748668,40.0,100.0,2.0,66.66666666666666,11.11111111111111,3.1666666666666665,2.3333333333333335,3.75,2.4,4.052473763118442,8.104947526236884,29.219700457027972,162.0989505247377,405.2473763118442,8.104947526236884,270.16491754122944,45.027486256871576,12.8328335832084,9.455772113943032,15.196776611694158,16.422543600763348
43,1.0,0.05247376311844221,4.0,7.210336738748668,60.0,150.0,3.0,25.0,33.33333333333333,4.166666666666667,4.5,1.25,3.2,0.05247376311844221,0.05247376311844221,0.37835350203329876,3.1484257871065324,7.871064467766331,0.15742128935532662,1.3118440779610552,1.7491254372814067,0.2186406796601759,0.23613193403298993,0.06559220389805276,0.0027534958158103857
44,1.0,14.052473763118442,4.0,9.133093202414981,25.0,62.5,2.0,89.28571428571429,7.142857142857142,2.6666666666666665,3.1666666666666665,3.75,2.4,14.052473763118442,14.052473763118442,128.34255260305193,351.31184407796104,878.2796101949026,28.104947526236884,1254.6851574212897,100.37481259370315,37.47326336831584,44.49950024987506,52.69677661169416,197.4720188631322
45,1.0,4.052473763118442,4.0,7.691025854665247,40.0,100.0,3.0,45.0,45.0,2.0,3.8333333333333335,2.0,3.2,4.052473763118442,4.052473763118442,31.167680487496504,162.0989505247377,405.2473763118442,12.157421289355327,182.36131934032989,182.36131934032989,8.104947526236884,15.534482758620696,8.104947526236884,16.422543600763348
46,1.0,-0.9475262368815578,4.0,9.613782318331559,50.0,125.0,2.0,40.0,40.0,2.3333333333333335,2.8333333333333335,3.75,2.0,-0.9475262368815578,-0.9475262368815578,-9.10931098228716,-47.37631184407789,-118.44077961019472,-1.8950524737631156,-37.90104947526231,-37.90104947526231,-2.210894552723635,-2.684657671164414,-3.5532233883058417,0.897805969578926
47,2.0,15.052473763118442,6.0,11.216079371386819,60.0,100.0,4.0,33.33333333333333,33.33333333333333,3.5,4.666666666666667,2.75,3.2,15.052473763118442,30.104947526236884,168.8297404628541,903.1484257871066,1505.2473763118442,60.20989505247377,501.74912543728135,501.74912543728135,52.68365817091455,70.2448775612194,41.39430284857572,226.5769663893691
48,2.0,4.052473763118442,4.0,10.815505108123004,60.0,150.0,5.0,25.0,33.33333333333333,2.0,2.1666666666666665,4.5,1.8,4.052473763118442,8.104947526236884,43.82955068554196,243.14842578710653,607.8710644677664,20.26236881559221,101.31184407796106,135.08245877061472,8.104947526236884,8.780359820089958,18.23613193403299,16.422543600763348
49,2.0,-13.947526236881558,3.0,7.210336738748668,40.0,100.0,1.0,78.94736842105263,7.894736842105263,3.1666666666666665,4.833333333333333,3.642512077294686,4.0,-13.947526236881558,-27.895052473763116,-100.56636084044806,-557.9010494752623,-1394.7526236881558,-13.947526236881558,-1101.1204923853861,-110.1120492385386,-44.167166416791595,-67.41304347826086,-50.80403276622558,194.53348812849944
50,1.0,7.052473763118442,6.0,14.020099214233523,65.0,135.41666666666669,3.0,21.428571428571427,42.857142857142854,4.833333333333333,4.166666666666667,4.25,4.6,7.052473763118442,7.052473763118442,98.87638186469941,458.41079460269873,955.0224887556225,21.157421289355327,151.12443778110946,302.2488755622189,34.08695652173913,29.385307346326844,29.97301349325338,49.737386179474
51,2.0,1.0524737631184422,4.0,10.815505108123004,40.0,100.0,3.0,37.5,45.0,4.166666666666667,3.8333333333333335,3.25,3.2,1.0524737631184422,2.1049475262368844,11.383035361172952,42.09895052473769,105.24737631184422,3.1574212893553266,39.46776611694158,47.3613193403299,4.385307346326843,4.034482758620696,3.420539730134937,1.1077010220526948
52,2.0,-0.9475262368815578,4.0,7.546819119890276,30.0,150.0,1.0,90.0,0.0,1.6666666666666667,2.1666666666666665,3.75,1.8,-0.9475262368815578,-1.8950524737631156,-7.150809121095423,-28.425787106446734,-142.12893553223367,-0.9475262368815578,-85.2773613193402,-0.0,-1.5792103948025964,-2.052973513243375,-3.5532233883058417,0.897805969578926
53,1.0,-6.947526236881558,4.0,5.768269390998936,20.0,100.0,4.0,40.0,20.0,2.1666666666666665,2.6666666666666665,4.75,1.4,-6.947526236881558,-6.947526236881558,-40.075202935365915,-138.95052473763116,-694.7526236881558,-27.79010494752623,-277.9010494752623,-138.95052473763116,-15.052973513243375,-18.52673663168415,-33.000749625187396,48.26812081215762
54,1.0,-6.947526236881558,4.0,18.025841846871675,40.0,100.0,2.0,37.234042553191486,47.87234042553192,4.5,4.166666666666667,2.0,4.8,-6.947526236881558,-6.947526236881558,-125.23500917301848,-277.9010494752623,-694.7526236881558,-13.895052473763116,-258.68448754346224,-332.5943411273086,-31.26386806596701,-28.948025987006492,-13.895052473763116,48.26812081215762
55,1.0,-12.947526236881558,3.0,9.613782318331559,20.0,100.0,2.0,80.0,20.0,3.2352783366867874,4.5,3.0,2.0,-12.947526236881558,-12.947526236881558,-124.47469880226586,-258.95052473763116,-1294.7526236881558,-25.895052473763116,-1035.8020989505246,-258.95052473763116,-41.88885114786671,-58.26386806596701,-38.84257871064467,167.63843565473633
56,2.0,2.052473763118442,3.0,7.210336738748668,20.0,100.0,1.0,100.0,0.0,2.5,2.0,4.25,2.4,2.052473763118442,4.104947526236884,14.799026979530636,41.049475262368844,205.24737631184422,2.052473763118442,205.24737631184422,0.0,5.1311844077961055,4.104947526236884,8.72301349325338,4.212648548289579
57,1.0,-2.947526236881558,4.0,7.691025854665247,40.0,100.0,3.0,50.0,25.0,2.7138752052545154,4.0,5.0,2.6,-2.947526236881558,-2.947526236881558,-22.66950049516022,-117.90104947526231,-294.7526236881558,-8.842578710644673,-147.3763118440779,-73.68815592203894,-7.999218371110007,-11.790104947526231,-14.737631184407789,8.687910917105157
58,2.0,-4.947526236881558,5.0,9.85412687628985,50.0,125.0,3.0,41.66666666666667,37.5,2.6666666666666665,2.3333333333333335,4.0,2.2,-4.947526236881558,-9.895052473763116,-48.75355126200375,-247.3763118440779,-618.4407796101947,-14.842578710644673,-206.1469265367316,-185.5322338830584,-13.19340329835082,-11.54422788605697,-19.79010494752623,24.478015864631388
59,2.0,-1.9475262368815578,4.0,13.218950687705894,40.0,100.0,4.0,32.5,25.0,2.0,3.1666666666666665,4.0,2.2,-1.9475262368815578,-3.8950524737631156,-25.744253288350738,-77.90104947526231,-194.75262368815578,-7.790104947526231,-63.29460269865063,-48.688155922038945,-3.8950524737631156,-6.167166416791599,-7.790104947526231,3.7928584433420416
60,2.0,15.052473763118442,5.0,11.055849666081293,50.0,125.0,1.0,54.54545454545454,18.181818181818183,2.6666666666666665,2.6666666666666665,3.0,1.6,15.052473763118442,30.104947526236884,166.41788702767047,752.6236881559221,1881.5592203898052,15.052473763118442,821.044023442824,273.68134114760807,40.13993003498251,40.13993003498251,45.15742128935533,226.5769663893691
61,2.0,1.0524737631184422,5.0,9.934241728942613,60.0,100.0,5.0,50.0,13.333333333333334,2.1666666666666665,2.5,4.0,2.2,1.0524737631184422,2.1049475262368844,10.455528776188492,63.14842578710653,105.24737631184422,5.262368815592211,52.62368815592211,14.032983508245897,2.280359820089958,2.6311844077961055,4.209895052473769,1.1077010220526948
62,2.0,-1.9475262368815578,5.0,12.017227897914449,60.0,150.0,3.0,43.333333333333336,16.666666666666664,3.5,4.0,4.0,3.6,-1.9475262368815578,-3.8950524737631156,-23.4038666257734,-116.85157421289347,-292.12893553223364,-5.842578710644673,-84.39280359820084,-32.458770614692625,-6.816341829085452,-7.790104947526231,-7.790104947526231,3.7928584433420416
63,1.0,-6.947526236881558,4.0,7.21033673874867,28.0,100.0,2.0,44.44444444444444,22.22222222222222,3.3333333333333335,4.5,1.25,3.2,-6.947526236881558,-6.947526236881558,-50.09400366920739,-194.53073463268362,-694.7526236881558,-13.895052473763116,-308.7789438614026,-154.3894719307013,-23.158420789605195,-31.26386806596701,-8.684407796101947,48.26812081215762
64,1.0,14.052473763118442,5.0,7.210336738748668,40.0,100.0,2.0,63.829787234042556,21.27659574468085,2.1666666666666665,1.3333333333333333,5.0,1.8,14.052473763118442,14.052473763118442,101.32306784451465,562.0989505247377,1405.2473763118442,28.104947526236884,896.9664104118154,298.98880347060515,30.447026486756624,18.73663168415792,70.26236881559221,197.4720188631322
65,1.0,-9.947526236881558,5.0,8.412059528540114,60.0,150.0,3.0,16.666666666666664,16.666666666666664,2.8333333333333335,2.3333333333333335,4.0,3.0,-9.947526236881558,-9.947526236881558,-83.6791828663623,-596.8515742128934,-1492.1289355322338,-29.842578710644673,-165.79210394802595,-165.79210394802595,-28.184657671164416,-23.210894552723637,-39.79010494752623,98.95327823344697
66,2.0,2.052473763118442,4.0,6.729647622832092,40.0,100.0,2.0,62.5,35.0,3.3333333333333335,3.1666666666666665,2.25,2.6,2.052473763118442,4.104947526236884,13.812425180895262,82.09895052473769,205.24737631184422,4.104947526236884,128.27961019490263,71.83658170914548,6.841579210394808,6.499500249875067,4.618065967016495,4.212648548289579
67,1.0,4.052473763118442,5.0,21.631010216246008,40.0,100.0,5.0,30.0,25.0,4.166666666666667,4.0,2.75,5.0,4.052473763118442,4.052473763118442,87.65910137108392,162.0989505247377,405.2473763118442,20.26236881559221,121.57421289355327,101.31184407796106,16.885307346326844,16.20989505247377,11.144302848575716,16.422543600763348
68,2.0,-7.947526236881558,3.0,14.420673477497337,48.0,120.0,4.0,22.22222222222222,66.66666666666666,4.0,4.0,4.0,3.8,-7.947526236881558,-15.895052473763116,-114.6086808159121,-381.4812593703148,-953.7031484257869,-31.79010494752623,-176.6116941529235,-529.8350824587704,-31.79010494752623,-31.79010494752623,-31.79010494752623,63.163173285920735
69,1.0,-2.947526236881558,4.0,12.257572455872738,40.0,100.0,1.0,48.78048780487805,48.78048780487805,2.1666666666666665,2.0,4.0,1.6,-2.947526236881558,-2.947526236881558,-36.12951641416161,-117.90104947526231,-294.7526236881558,-2.947526236881558,-143.78176765275893,-143.78176765275893,-6.3863068465767086,-5.895052473763116,-11.790104947526231,8.687910917105157
70,2.0,16.052473763118442,4.0,13.218950687705894,40.0,100.0,3.0,50.0,12.5,3.8333333333333335,5.0,3.5,4.8,16.052473763118442,32.104947526236884,212.19685909035533,642.0989505247377,1605.2473763118442,48.15742128935533,802.6236881559221,200.65592203898052,61.5344827586207,80.26236881559221,56.18365817091455,257.68191391560595
71,2.0,20.052473763118442,4.0,8.412059528540114,50.0,125.0,4.0,50.0,30.0,2.3333333333333335,3.1666666666666665,3.0,3.0,20.052473763118442,40.104947526236884,168.68260298984114,1002.6236881559221,2506.5592203898054,80.20989505247377,1002.6236881559221,601.5742128935533,46.78910544727637,63.49950024987506,60.15742128935533,402.1017040205535
72,1.0,1.0524737631184422,4.0,8.652404086498404,40.0,100.0,4.0,65.0,10.0,3.1666666666666665,3.3333333333333335,4.0,3.6,1.0524737631184422,1.0524737631184422,9.106428288938362,42.09895052473769,105.24737631184422,4.209895052473769,68.41079460269874,10.524737631184422,3.3328335832084,3.508245877061474,4.209895052473769,1.1077010220526948
73,1.0,1.0524737631184422,5.0,10.815505108123004,40.0,100.0,3.0,50.0,25.0,3.1666666666666665,2.3333333333333335,4.0,2.6,1.0524737631184422,1.0524737631184422,11.383035361172952,42.09895052473769,105.24737631184422,3.1574212893553266,52.62368815592211,26.311844077961055,3.3328335832084,2.455772113943032,4.209895052473769,1.1077010220526948
74,2.0,0.05247376311844221,4.0,10.815505108123004,40.0,100.0,3.0,45.0,42.5,3.3333333333333335,2.6666666666666665,5.0,3.2,0.05247376311844221,0.10494752623688441,0.5675302530499482,2.0989505247376883,5.247376311844221,0.15742128935532662,2.3613193403298993,2.230134932533794,0.1749125437281407,0.13993003498251255,0.26236881559221104,0.0027534958158103857
75,2.0,17.052473763118442,4.0,7.210336738748668,40.0,100.0,3.0,50.0,25.0,2.5,3.5,3.0,3.2,17.052473763118442,34.104947526236884,122.95407806076066,682.0989505247377,1705.2473763118442,51.15742128935533,852.6236881559221,426.31184407796104,42.631184407796106,59.68365817091455,51.15742128935533,290.78686144184286
76,2.0,-0.9475262368815578,4.0,8.29188724956097,40.0,100.0,4.0,75.0,10.0,2.6666666666666665,2.6666666666666665,4.0,2.8,-0.9475262368815578,-1.8950524737631156,-7.856780722222677,-37.90104947526231,-94.75262368815578,-3.790104947526231,-71.06446776611683,-9.475262368815578,-2.526736631684154,-2.526736631684154,-3.790104947526231,0.897805969578926
